,ymd,법정동,아파트,전용면적,거래금액
0,201101,청운동,청운현대,84.51,"55,800"
1,201101,청운동,청운현대,84.51,"59,000"
2,201101,신교동,신현(101동),84.82,"53,500"
3,201101,사직동,광화문스페이스본(101동~105동),94.51,"67,000"
4,201101,사직동,광화문스페이스본(101동~105동),70.8,"63,500"
5,201101,사직동,광화문스페이스본(106동),153.42,"130,000"
6,201101,내수동,세종로대우,66.96,"38,000"
7,201101,견지동,대성스카이렉스,149.72,"96,000"
8,201101,익선동,운현신화타워,57.18,"32,000"
9,201101,익선동,현대뜨레비앙,48.54,"20,500"
10,201101,익선동,현대뜨레비앙,48.54,"20,000"
11,201101,익선동,현대뜨레비앙,46.64,"19,000"
12,201101,인의동,효성쥬얼리시티,84.64,"45,500"
13,201101,명륜2가,아남1,84.8,"54,500"
14,201101,명륜2가,아남3,47.43,"28,300"
15,201101,명륜2가,아남1,84.9,"59,700"
16,201101,창신동,창신쌍용1,79.87,"36,000"
17,201101,창신동,창신쌍용1,54.7,"25,000"
18,201101,창신동,두산,59.95,"31,800"
19,201101,창신동,두산,84.9,"48,500"
20,201101,창신동,두산,84.9,"50,000"
21,201101,창신동,창신쌍용1,54.7,"24,250"
22,201101,창신동,그린,41.96,"18,000"
23,201101,창신동,창신쌍용1,79.87,"36,000"
24,201101,숭인동,종로청계힐스테이트,59.9426,"40,750"
25,201101,숭인동,종로센트레빌,59.92,"37,000"
26,201101,숭인동,종로센트레빌,59.92,"38,000"
27,201101,숭인동,롯데캐슬천지인,84.95,"52,000"
28,201101,숭인동,롯데캐슬천지인,84.95,"50,000"
29,201101,숭인동,롯데캐슬천지인,111.73,"68,500"
30,201101,숭인동,롯데캐슬천지인,111.73,"64,600"
31,201101,평창동,삼성,84.98,"34,000"
32,201101,평창동,삼성,84.93,"37,400"
33,201101,평창동,벽산블루밍평창힐스,155.97,"95,400"
34,201101,평창동,롯데낙천대,91.06,"40,000"
35,201101,신영동,대아파크빌,59.22,"23,000"
36,201101,무악동,현대,60.0,"40,790"
37,201101,무악동,현대,60.0,"35,980"
38,201101,무악동,현대,84.92,"56,450"
39,201101,무악동,현대,114.9,"56,000"
40,201101,무악동,인왕산아이파크,114.931,"86,000"
41,201101,무악동,현대,114.9,"67,490"
42,201101,무악동,현대,60.0,"35,000"
43,201101,무악동,현대,114.9,"72,990"
44,201101,무악동,현대,114.9,"64,990"
45,201101,무악동,현대,84.92,"49,970"
46,201101,무악동,현대,84.92,"54,000"
47,201101,무악동,현대,60.0,"34,990"
48,201101,무악동,인왕산아이파크,84.858,"61,000"
49,201101,무악동,현대,84.92,"55,990"
50,201101,무악동,현대,114.9,"74,450"
51,201102,사직동,광화문스페이스본(101동~105동),94.51,"80,000"
52,201102,사직동,광화문스페이스본(101동~105동),94.51,"75,000"
53,201102,사직동,광화문스페이스본(101동~105동),159.01,"118,000"
54,201102,당주동,세종,91.46,"41,000"
55,201102,내수동,경희궁의아침2단지,124.17,"111,000"
56,201102,내수동,경희궁의아침2단지,174.55,"150,000"
57,201102,수송동,로얄팰리스스위트,39.67,"29,800"
58,201102,견지동,대성스카이렉스,149.8,"95,000"
59,201102,익선동,현대뜨레비앙,36.08,"17,000"
60,201102,익선동,현대뜨레비앙,48.54,"20,000"
61,201102,익선동,현대뜨레비앙,45.5,"19,500"
62,201102,낙원동,낙원,73.59,"30,000"
63,201102,창신동,창신쌍용2,64.66,"25,000"
64,201102,창신동,창신쌍용1,106.62,"43,500"
65,201102,창신동,창신쌍용2,64.66,"26,500"
66,201102,창신동,창신쌍용2,54.7,"24,000"
67,201102,창신동,두산,59.95,"32,000"
68,201102,창신동,창신쌍용2,64.66,"26,900"
69,201102,창신동,동대문,28.8,"23,500"
70,201102,창신동,창신쌍용1,79.87,"35,000"
71,201102,창신동,창신쌍용2,54.7,"24,000"
72,201102,창신동,창신쌍용1,54.7,"27,500"
73,201102,창신동,창신쌍용1,79.87,"36,000"
74,201102,창신동,두산,59.95,"34,500"
75,201102,창신동,브라운스톤창신,84.87,"43,500"
76,201102,창신동,창신쌍용2,79.87,"32,000"
77,201102,창신동,동대문,28.8,"25,000"
78,201102,창신동,MID그린(5동),59.04,"25,000"
79,201102,숭인동,종로센트레빌,59.92,"39,750"
80,201102,숭인동,롯데캐슬천지인,84.95,"45,300"
81,201102,숭인동,종로청계힐스테이트,114.7153,"64,500"
82,201102,구기동,렉스팰리스,151.62,"45,000"
83,201102,평창동,갑을아파트,30.46,"10,950"
84,201102,평창동,롯데낙천대,110.53,"71,500"
85,201102,평창동,갑을아파트,30.46,"9,500"
86,201102,무악동,현대,114.9,"69,990"
87,201102,무악동,인왕산아이파크,114.931,"86,000"
88,201102,무악동,인왕산아이파크,84.858,"67,400"
89,201102,무악동,현대,60.0,"40,490"
90,201102,무악동,인왕산아이파크,84.858,"65,000"
91,201102,무악동,인왕산아이파크,84.858,"69,500"
92,201102,무악동,현대,60.0,"36,790"
93,201102,무악동,인왕산아이파크,114.931,"81,000"
94,201102,무악동,현대,60.0,"34,300"
95,201102,무악동,인왕산아이파크,114.931,"88,000"
96,201102,무악동,현대,84.92,"49,990"
97,201102,무악동,현대,60.0,"39,890"
98,201102,무악동,인왕산아이파크,84.858,"73,000"
99,201103,청운동,청운현대,84.51,"56,000"
100,201103,사직동,광화문스페이스본(101동~105동),108.55,"97,000"
101,201103,사직동,광화문스페이스본(101동~105동),131.44,"104,700"
102,201103,사직동,광화문스페이스본(101동~105동),94.51,"85,500"
103,201103,사직동,광화문스페이스본(101동~105동),94.51,"77,000"
104,201103,사직동,광화문스페이스본(101동~105동),146.92,"104,000"
105,201103,내수동,경희궁의아침3단지,174.55,"134,000"
106,201103,내수동,세종로대우,100.44,"55,000"
107,201103,익선동,현대뜨레비앙,46.64,"19,700"
108,201103,익선동,현대뜨레비앙,46.64,"20,300"
109,201103,익선동,현대뜨레비앙,45.5,"19,000"
110,201103,익선동,현대뜨레비앙,45.5,"19,000"
111,201103,익선동,현대뜨레비앙,48.54,"23,000"
112,201103,익선동,현대뜨레비앙,46.64,"21,000"
113,201103,익선동,현대뜨레비앙,48.54,"20,000"
114,201103,익선동,현대뜨레비앙,46.64,"21,900"
115,201103,익선동,현대뜨레비앙,48.54,"22,000"
116,201103,익선동,현대뜨레비앙,46.64,"21,500"
117,201103,인의동,효성쥬얼리시티,92.81,"44,500"
118,201103,인의동,효성쥬얼리시티,98.39,"55,000"
119,201103,명륜1가,렉스빌,106.98,"46,000"
120,201103,명륜1가,대보,81.97,"37,000"
121,201103,명륜2가,아남3,50.49,"30,800"
122,201103,명륜2가,아남1,84.9,"55,100"
123,201103,명륜2가,아남1,84.9,"59,000"
124,201103,명륜2가,아남3,47.43,"32,000"
125,201103,명륜2가,아남1,84.9,"56,000"
126,201103,명륜2가,아남3,65.78,"43,600"
127,201103,명륜2가,아남1,84.8,"50,500"
128,201103,명륜2가,아남3,50.49,"33,000"
129,201103,명륜2가,아남1,84.8,"54,300"
130,201103,창신동,동대문,28.8,"24,000"
131,201103,창신동,두산,59.95,"33,000"
132,201103,창신동,두산,84.9,"49,500"
133,201103,창신동,두산,59.95,"34,700"
134,201103,창신동,창신쌍용2,64.66,"26,900"
135,201103,창신동,창신쌍용1,54.7,"25,500"
136,201103,창신동,브라운스톤창신,84.67,"42,500"
137,201103,창신동,창신쌍용2,54.7,"20,800"
138,201103,창신동,창신쌍용1,54.7,"26,000"
139,201103,창신동,창신쌍용1,79.87,"34,800"
140,201103,창신동,두산,59.95,"33,000"
141,201103,창신동,창신쌍용2,79.87,"32,000"
142,201103,창신동,창신쌍용2,79.87,"32,000"
143,201103,창신동,두산,84.9,"52,500"
144,201103,창신동,덕산,59.22,"24,700"
145,201103,숭인동,종로센트레빌,59.92,"39,500"
146,201103,숭인동,종로센트레빌,84.92,"50,000"
147,201103,숭인동,종로센트레빌,59.92,"38,850"
148,201103,숭인동,종로센트레빌,84.92,"52,900"
149,201103,숭인동,종로청계힐스테이트,59.9426,"33,000"
150,201103,교북동,동아,59.98,"20,000"
151,201103,구기동,렉스팰리스,146.55,"44,000"
152,201103,구기동,렉스팰리스,135.33,"40,000"
153,201103,구기동,렉스팰리스,151.62,"53,000"
154,201103,평창동,삼성,59.97,"28,900"
155,201103,평창동,일성빌라트,84.99,"35,000"
156,201103,평창동,삼성,59.97,"28,000"
157,201103,평창동,갑을아파트,64.88,"22,000"
158,201103,평창동,갑을아파트,53.33,"20,000"
159,201103,신영동,대아파크빌,59.22,"23,000"
160,201103,무악동,인왕산아이파크,84.858,"64,300"
161,201103,무악동,인왕산아이파크,59.993,"50,500"
162,201103,무악동,인왕산아이파크,157.289,"133,500"
163,201103,무악동,인왕산아이파크,84.858,"64,000"
164,201103,무악동,인왕산아이파크,84.858,"59,000"
165,201103,무악동,인왕산아이파크,84.858,"74,500"
166,201103,무악동,인왕산아이파크,114.931,"87,000"
167,201104,통인동,효자,56.53,"20,000"
168,201104,사직동,광화문스페이스본(101동~105동),97.61,"80,000"
169,201104,내수동,경희궁파크팰리스,117.26,"98,800"
170,201104,내수동,세종로대우,76.66,"45,000"
171,201104,내수동,세종로대우,66.96,"39,000"
172,201104,내수동,경희궁파크팰리스,103.77,"99,000"
173,201104,명륜2가,아남2,59.4,"34,500"
174,201104,창신동,MID그린(4동),59.55,"24,000"
175,201104,창신동,창신쌍용1,54.7,"27,000"
176,201104,창신동,창신쌍용2,79.87,"33,000"
177,201104,창신동,창신쌍용1,106.62,"46,750"
178,201104,창신동,동대문,28.8,"26,000"
179,201104,창신동,창신쌍용1,79.87,"34,200"
180,201104,창신동,창신쌍용1,79.87,"37,400"
181,201104,창신동,창신쌍용1,54.7,"27,500"
182,201104,창신동,두산,59.95,"31,000"
183,201104,창신동,창신쌍용2,79.87,"33,800"
184,201104,숭인동,종로센트레빌,114.67,"65,500"
185,201104,평창동,일성빌라트,84.99,"39,500"
186,201104,평창동,갑을아파트,30.46,"9,000"
187,201104,평창동,삼성,59.97,"28,500"
188,201104,평창동,갑을아파트,30.46,"9,800"
189,201104,무악동,인왕산아이파크,84.858,"62,000"
190,201104,무악동,인왕산아이파크,114.931,"85,500"
191,201104,무악동,인왕산아이파크,114.931,"89,500"
192,201104,무악동,현대,60.0,"36,990"
193,201104,무악동,인왕산아이파크,84.858,"70,500"
194,201104,무악동,인왕산아이파크,114.931,"79,500"
195,201104,무악동,현대,84.92,"48,890"
196,201104,무악동,현대,114.9,"58,990"
197,201105,사직동,광화문스페이스본(101동~105동),146.92,"115,000"
198,201105,내수동,경희궁의아침3단지,149.0,"125,000"
199,201105,내수동,경희궁의아침3단지,150.48,"128,000"
200,201105,내수동,경희궁파크팰리스,147.62,"137,500"
201,201105,익선동,현대뜨레비앙,43.98,"20,000"
202,201105,익선동,현대뜨레비앙,45.5,"15,000"
203,201105,익선동,현대뜨레비앙,46.64,"20,800"
204,201105,명륜1가,대보,81.97,"40,000"
205,201105,명륜2가,아남1,84.9,"55,000"
206,201105,창신동,창신쌍용1,106.62,"45,700"
207,201105,창신동,창신쌍용2,106.62,"46,700"
208,201105,창신동,동문상가,45.3,"18,000"
209,201105,창신동,창신쌍용1,54.7,"24,800"
210,201105,창신동,MID그린(5동),59.04,"25,300"
211,201105,창신동,창신쌍용1,79.87,"35,250"
212,201105,창신동,두산,59.95,"34,450"
213,201105,숭인동,종로청계힐스테이트,84.9478,"57,400"
214,201105,숭인동,숭인동103동(569-4),59.74,"23,000"
215,201105,숭인동,종로청계힐스테이트,84.9478,"56,000"
216,201105,행촌동,대성아파트,30.28,"8,300"
217,201105,평창동,롯데낙천대,110.53,"71,000"
218,201105,평창동,르트랑시망,133.77,"121,000"
219,201105,평창동,삼성,84.93,"40,000"
220,201105,평창동,벽산블루밍평창힐스,150.94,"81,000"
221,201105,신영동,대아파크빌,59.22,"22,500"
222,201105,신영동,대아파크빌,84.84,"37,500"
223,201105,무악동,인왕산아이파크,84.858,"52,800"
224,201105,무악동,현대,114.9,"57,990"
225,201105,무악동,현대,84.92,"55,760"
226,201105,무악동,현대,84.92,"45,490"
227,201105,무악동,인왕산아이파크,84.858,"59,000"
228,201106,필운동,두레엘리시안,84.74,"54,000"
229,201106,사직동,광화문스페이스본(101동~105동),95.88,"75,500"
230,201106,내수동,경희궁의아침3단지,124.17,"113,000"
231,201106,내수동,경희궁파크팰리스,147.62,"128,000"
232,201106,내수동,경희궁의아침3단지,174.55,"140,000"
233,201106,수송동,로얄팰리스스위트,43.07,"31,800"
234,201106,익선동,현대뜨레비앙,45.5,"17,600"
235,201106,익선동,현대뜨레비앙,48.54,"22,500"
236,201106,동숭동,동성아파트(2동),59.34,"18,500"
237,201106,명륜1가,렉스빌,135.79,"54,000"
238,201106,명륜2가,아남1,84.9,"57,500"
239,201106,창신동,성용,58.23,"26,650"
240,201106,창신동,창신쌍용1,54.7,"27,000"
241,201106,창신동,창신쌍용1,54.7,"27,500"
242,201106,창신동,동대문맨션,122.71,"42,600"
243,201106,창신동,창신쌍용1,54.7,"26,900"
244,201106,창신동,창신쌍용2,64.66,"25,800"
245,201106,창신동,창신쌍용2,64.66,"26,300"
246,201106,창신동,동대문맨션,83.83,"22,000"
247,201106,창신동,두산,59.95,"34,000"
248,201106,창신동,창신쌍용2,79.87,"35,000"
249,201106,창신동,브라운스톤창신,84.87,"42,500"
250,201106,창신동,두산,59.95,"36,000"
251,201106,창신동,창신쌍용2,79.87,"34,000"
252,201106,창신동,동대문맨션,83.83,"26,200"
253,201106,창신동,창신쌍용2,64.66,"27,250"
254,201106,숭인동,동일상가,84.15,"15,000"
255,201106,숭인동,롯데캐슬천지인,84.95,"55,000"
256,201106,평창동,갑을아파트,30.46,"12,000"
257,201106,부암동,부암스카이뷰,76.65,"26,000"
258,201107,필운동,신동아블루아광화문의꿈,138.66,"81,000"
259,201107,사직동,광화문스페이스본(101동~105동),160.85,"124,000"
260,201107,사직동,광화문스페이스본(106동),153.42,"104,000"
261,201107,사직동,광화문스페이스본(101동~105동),147.31,"120,000"
262,201107,내수동,경희궁파크팰리스,146.33,"121,000"
263,201107,익선동,현대뜨레비앙,48.54,"23,900"
264,201107,충신동,CS타워,22.17,"16,760"
265,201107,충신동,CS타워,21.94,"18,384"
266,201107,충신동,CS타워,21.94,"18,384"
267,201107,충신동,CS타워,21.94,"18,150"
268,201107,충신동,CS타워,22.17,"16,760"
269,201107,충신동,CS타워,22.17,"16,760"
270,201107,충신동,CS타워,22.17,"16,760"
271,201107,충신동,CS타워,21.94,"18,384"
272,201107,충신동,CS타워,21.94,"18,150"
273,201107,명륜2가,아남1,84.9,"58,000"
274,201107,명륜2가,아남3,65.78,"43,500"
275,201107,명륜2가,아남1,84.9,"57,500"
276,201107,창신동,창신쌍용2,79.87,"31,000"
277,201107,창신동,창신쌍용2,79.87,"30,500"
278,201107,창신동,창신쌍용2,64.66,"27,300"
279,201107,창신동,덕산,59.28,"25,500"
280,201107,창신동,MID그린(9동),59.9,"19,500"
281,201107,창신동,유성,59.94,"24,000"
282,201107,창신동,창신쌍용1,79.87,"34,000"
283,201107,창신동,두산,59.95,"35,500"
284,201107,창신동,두산,59.95,"32,500"
285,201107,창신동,창신쌍용2,64.66,"25,900"
286,201107,창신동,창신쌍용1,79.87,"36,400"
287,201107,창신동,창신쌍용1,54.7,"25,700"
288,201107,창신동,(436-79),36.17,"15,000"
289,201107,창신동,두산,59.95,"34,750"
290,201107,창신동,창신쌍용2,115.53,"42,000"
291,201107,창신동,창신쌍용2,64.66,"26,000"
292,201107,숭인동,오성,56.96,"18,700"
293,201107,숭인동,롯데캐슬천지인,84.95,"53,000"
294,201107,숭인동,종로센트레빌,84.92,"53,000"
295,201107,숭인동,종로청계힐스테이트,114.7153,"62,000"
296,201107,평창동,롯데낙천대,84.21,"43,500"
297,201107,평창동,갑을아파트,30.46,"11,000"
298,201107,무악동,인왕산아이파크,59.993,"52,000"
299,201107,무악동,인왕산아이파크,114.931,"91,900"
300,201108,사직동,광화문스페이스본(101동~105동),70.8,"63,500"
301,201108,사직동,광화문스페이스본(101동~105동),97.61,"77,000"
302,201108,당주동,세종,104.73,"40,000"
303,201108,내수동,킹스매너,210.15,"108,000"
304,201108,익선동,현대뜨레비앙,48.54,"23,200"
305,201108,익선동,현대뜨레비앙,43.98,"20,750"
306,201108,익선동,현대뜨레비앙,48.54,"18,000"
307,201108,인의동,효성쥬얼리시티,84.98,"46,000"
308,201108,충신동,CS타워,21.94,"18,384"
309,201108,충신동,CS타워,22.17,"20,090"
310,201108,충신동,CS타워,21.94,"18,736"
311,201108,충신동,CS타워,21.94,"18,150"
312,201108,충신동,CS타워,22.17,"16,760"
313,201108,충신동,CS타워,22.17,"20,090"
314,201108,충신동,CS타워,21.94,"18,033"
315,201108,충신동,CS타워,21.94,"18,384"
316,201108,명륜2가,아남1,84.9,"50,000"
317,201108,창신동,성용,58.23,"25,000"
318,201108,창신동,창신쌍용2,64.66,"25,600"
319,201108,창신동,창신쌍용2,106.62,"39,700"
320,201108,창신동,창신쌍용2,64.66,"27,000"
321,201108,창신동,창신쌍용2,64.66,"25,500"
322,201108,숭인동,롯데캐슬천지인,84.95,"50,000"
323,201108,숭인동,롯데캐슬천지인,112.54,"69,900"
324,201108,숭인동,종로센트레빌,59.92,"33,000"
325,201108,평창동,롯데낙천대,91.06,"41,500"
326,201108,평창동,갑을아파트,30.46,"9,900"
327,201108,평창동,롯데캐슬로잔,225.857,"172,000"
328,201108,신영동,구암하이빌,70.62,"26,000"
329,201108,무악동,인왕산아이파크,84.858,"70,000"
330,201108,무악동,인왕산아이파크,84.858,"68,000"
331,201108,무악동,인왕산아이파크,84.858,"64,500"
332,201108,무악동,현대,84.92,"51,490"
333,201108,무악동,현대,114.9,"69,950"
334,201108,무악동,인왕산아이파크,84.858,"71,900"
335,201109,필운동,두레엘리시안,84.74,"50,500"
336,201109,당주동,롯데미도파광화문빌딩,93.36,"39,300"
337,201109,내수동,경희궁파크팰리스,103.77,"79,000"
338,201109,익선동,현대뜨레비앙,48.54,"23,600"
339,201109,익선동,현대뜨레비앙,48.54,"22,000"
340,201109,익선동,운현신화타워,74.52,"37,900"
341,201109,충신동,CS타워,21.94,"18,384"
342,201109,충신동,CS타워,21.94,"18,033"
343,201109,충신동,CS타워,21.94,"19,321"
344,201109,충신동,CS타워,21.94,"18,150"
345,201109,충신동,CS타워,22.17,"16,531"
346,201109,충신동,CS타워,21.94,"18,736"
347,201109,충신동,CS타워,22.17,"16,760"
348,201109,명륜2가,아남2,59.4,"39,000"
349,201109,명륜2가,아남1,84.8,"56,000"
350,201109,명륜2가,아남1,84.9,"55,000"
351,201109,명륜2가,아남1,84.9,"53,000"
352,201109,창신동,두산,84.9,"48,500"
353,201109,창신동,동대문,28.8,"23,000"
354,201109,창신동,창신쌍용2,64.66,"26,600"
355,201109,창신동,두산,59.95,"33,250"
356,201109,창신동,브라운스톤창신,84.87,"40,000"
357,201109,숭인동,종로센트레빌,84.92,"48,200"
358,201109,숭인동,종로청계힐스테이트,59.9426,"41,000"
359,201109,숭인동,종로센트레빌,59.92,"39,450"
360,201109,구기동,렉스팰리스,140.04,"39,000"
361,201109,평창동,일성빌라트,84.99,"45,000"
362,201109,무악동,현대,84.92,"47,900"
363,201109,무악동,현대,60.0,"35,490"
364,201109,무악동,현대,84.92,"54,950"
365,201109,무악동,현대,60.0,"34,980"
366,201109,무악동,현대,84.92,"55,790"
367,201110,청운동,청운현대,78.78,"53,000"
368,201110,청운동,청운현대,84.51,"62,000"
369,201110,필운동,두레엘리시안,84.74,"51,500"
370,201110,사직동,광화문스페이스본(101동~105동),146.92,"124,000"
371,201110,내수동,경희궁의아침2단지,124.17,"108,000"
372,201110,익선동,현대뜨레비앙,48.54,"23,000"
373,201110,익선동,현대뜨레비앙,48.54,"24,000"
374,201110,충신동,CS타워,22.17,"16,531"
375,201110,충신동,CS타워,21.94,"18,150"
376,201110,충신동,CS타워,21.94,"18,150"
377,201110,충신동,CS타워,21.94,"18,150"
378,201110,충신동,CS타워,22.17,"16,531"
379,201110,명륜2가,아남1,84.9,"58,800"
380,201110,명륜2가,아남1,84.9,"49,000"
381,201110,창신동,두산,59.95,"35,500"
382,201110,창신동,창신쌍용1,54.7,"27,000"
383,201110,창신동,두산,59.95,"35,000"
384,201110,창신동,창신쌍용1,79.87,"33,000"
385,201110,창신동,창신쌍용2,54.7,"23,000"
386,201110,창신동,창신쌍용2,64.66,"25,600"
387,201110,창신동,창신쌍용2,64.66,"26,300"
388,201110,창신동,창신쌍용2,79.87,"30,800"
389,201110,창신동,창신쌍용2,106.62,"43,000"
390,201110,창신동,두산,59.95,"37,000"
391,201110,창신동,두산,84.9,"53,500"
392,201110,창신동,두산,59.95,"36,500"
393,201110,숭인동,종로센트레빌,84.92,"49,200"
394,201110,숭인동,종로센트레빌,59.92,"39,500"
395,201110,숭인동,종로센트레빌,114.67,"62,500"
396,201110,숭인동,종로센트레빌,114.67,"61,000"
397,201110,평창동,르트랑시망,135.17,"73,000"
398,201110,평창동,롯데낙천대,84.21,"44,000"
399,201110,평창동,갑을아파트,30.55,"11,500"
400,201110,평창동,삼성,59.97,"27,000"
401,201110,무악동,현대,60.0,"40,490"
402,201110,무악동,현대,60.0,"32,000"
403,201110,무악동,인왕산아이파크,84.858,"52,000"
404,201111,사직동,광화문스페이스본(101동~105동),94.51,"76,000"
405,201111,사직동,광화문스페이스본(101동~105동),94.51,"78,000"
406,201111,사직동,광화문스페이스본(101동~105동),97.61,"68,000"
407,201111,사직동,광화문스페이스본(101동~105동),108.55,"95,000"
408,201111,사직동,광화문스페이스본(101동~105동),147.31,"137,900"
409,201111,당주동,세종,104.73,"50,000"
410,201111,내수동,경희궁의아침2단지,140.78,"125,000"
411,201111,내수동,경희궁파크팰리스,146.39,"115,800"
412,201111,내수동,경희궁파크팰리스,146.39,"135,000"
413,201111,익선동,현대뜨레비앙,36.08,"18,500"
414,201111,익선동,현대뜨레비앙,46.64,"23,800"
415,201111,충신동,CS타워,21.94,"18,150"
416,201111,충신동,CS타워,22.17,"16,186"
417,201111,충신동,CS타워,21.94,"18,150"
418,201111,충신동,CS타워,22.17,"16,186"
419,201111,명륜2가,아남2,114.36,"77,300"
420,201111,명륜2가,아남1,84.9,"55,000"
421,201111,명륜2가,아남1,84.9,"58,000"
422,201111,명륜2가,아남1,84.8,"51,000"
423,201111,명륜2가,아남1,84.9,"50,500"
424,201111,창신동,창신쌍용2,79.87,"33,500"
425,201111,창신동,삼흥,57.78,"22,000"
426,201111,창신동,두산,59.95,"33,300"
427,201111,창신동,동대문맨션,83.83,"26,500"
428,201111,창신동,(436-79),56.17,"12,400"
429,201111,숭인동,종로센트레빌,59.92,"37,000"
430,201111,숭인동,종로센트레빌,59.92,"38,000"
431,201111,평창동,노블레스빌,243.09,"86,000"
432,201111,평창동,롯데낙천대,84.82,"45,000"
433,201111,신영동,대아파크빌,84.84,"33,000"
434,201111,무악동,인왕산아이파크,114.931,"85,000"
435,201111,무악동,인왕산아이파크,114.931,"84,500"
436,201111,무악동,현대,114.9,"68,400"
437,201111,무악동,현대,60.0,"35,480"
438,201111,무악동,인왕산아이파크,84.858,"66,000"
439,201111,무악동,인왕산아이파크,114.931,"83,000"
440,201111,무악동,인왕산아이파크,59.993,"50,000"
441,201111,무악동,인왕산아이파크,84.858,"61,500"
442,201111,무악동,현대,60.0,"35,980"
443,201111,무악동,인왕산아이파크,84.858,"62,000"
444,201112,통인동,효자,68.07,"24,000"
445,201112,사직동,광화문스페이스본(101동~105동),108.55,"94,000"
446,201112,수송동,로얄팰리스스위트,123.15,"103,500"
447,201112,수송동,로얄팰리스스위트,29.31,"24,000"
448,201112,익선동,현대뜨레비앙,39.9,"24,300"
449,201112,익선동,운현신화타워,84.91,"41,000"
450,201112,인의동,효성쥬얼리시티,186.17,"108,000"
451,201112,명륜2가,아남1,84.9,"57,000"
452,201112,창신동,창신쌍용1,54.7,"27,800"
453,201112,창신동,두산,84.9,"48,000"
454,201112,창신동,창림,58.62,"17,700"
455,201112,창신동,창신쌍용1,54.7,"27,000"
456,201112,창신동,두산,84.9,"49,000"
457,201112,창신동,브라운스톤창신,84.87,"40,000"
458,201112,숭인동,하림빌라트,30.41,"12,000"
459,201112,숭인동,종로센트레빌,59.92,"40,750"
460,201112,숭인동,종로청계힐스테이트,59.9426,"39,000"
461,201112,숭인동,롯데캐슬천지인,84.95,"56,000"
462,201112,숭인동,종로센트레빌,84.92,"52,000"
463,201112,숭인동,종로청계힐스테이트,84.9478,"52,500"
464,201112,숭인동,종로청계힐스테이트,84.9478,"50,000"
465,201112,평창동,갑을아파트,30.46,"10,500"
466,201112,평창동,크래스빌,175.81,"73,500"
467,201112,평창동,삼성,84.98,"37,500"
468,201112,평창동,롯데낙천대,91.06,"51,000"
469,201112,부암동,별빛고운,104.94,"35,000"
470,201112,무악동,인왕산아이파크,84.858,"59,850"
471,201112,무악동,현대,84.92,"46,640"
472,201112,무악동,인왕산아이파크,84.858,"57,000"
473,201112,무악동,현대,60.0,"36,280"
474,201201,사직동,광화문스페이스본(101동~105동),95.88,"70,000"
475,201201,사직동,광화문스페이스본(101동~105동),108.55,"100,500"
476,201201,사직동,광화문스페이스본(101동~105동),94.51,"65,800"
477,201201,수송동,로얄팰리스스위트,42.87,"30,500"
478,201201,수송동,로얄팰리스스위트,39.67,"30,500"
479,201201,수송동,로얄팰리스스위트,39.67,"31,500"
480,201201,수송동,로얄팰리스스위트,39.67,"25,000"
481,201201,익선동,현대뜨레비앙,45.5,"25,000"
482,201201,익선동,현대뜨레비앙,36.08,"19,000"
483,201201,익선동,현대뜨레비앙,46.64,"22,800"
484,201201,익선동,운현신화타워,84.87,"28,000"
485,201201,창신동,창신쌍용1,79.87,"31,000"
486,201201,창신동,창신쌍용1,106.62,"40,000"
487,201201,창신동,동대문,28.8,"25,000"
488,201201,창신동,두산,59.95,"34,300"
489,201201,창신동,창신쌍용1,79.87,"36,000"
490,201201,숭인동,종로청계힐스테이트,84.9478,"56,500"
491,201201,숭인동,동일상가,84.15,"18,600"
492,201201,구기동,렉스팰리스,140.56,"44,500"
493,201201,평창동,삼성,84.93,"33,200"
494,201201,부암동,프라임캐슬(케이빌라트),88.89,"23,000"
495,201201,신영동,대아파크빌,59.22,"23,900"
496,201202,사직동,광화문스페이스본(101동~105동),94.51,"83,500"
497,201202,내수동,세종로대우,76.66,"43,000"
498,201202,내수동,경희궁파크팰리스,148.09,"105,000"
499,201202,내수동,킹스매너,218.86,"60,500"
500,201202,내수동,경희궁의아침4단지,124.17,"115,000"
501,201202,수송동,로얄팰리스스위트,43.07,"31,900"
502,201202,수송동,로얄팰리스스위트,83.35,"73,000"
503,201202,익선동,현대뜨레비앙,45.5,"21,800"
504,201202,익선동,현대뜨레비앙,58.78,"29,000"
505,201202,익선동,운현신화타워,61.5,"31,000"
506,201202,익선동,현대뜨레비앙,45.5,"22,700"
507,201202,동숭동,동성아파트(1동),49.56,"13,000"
508,201202,명륜2가,아남3,88.74,"46,500"
509,201202,명륜2가,아남1,84.9,"55,000"
510,201202,명륜2가,아남1,84.9,"57,500"
511,201202,명륜2가,아남1,84.8,"53,000"
512,201202,명륜2가,아남1,84.8,"51,250"
513,201202,창신동,창신쌍용2,54.7,"24,000"
514,201202,창신동,창신쌍용2,106.62,"41,000"
515,201202,창신동,창신쌍용1,54.7,"26,500"
516,201202,창신동,창신쌍용1,54.7,"25,700"
517,201202,창신동,창신쌍용2,79.87,"29,000"
518,201202,창신동,창신쌍용1,54.7,"26,000"
519,201202,창신동,창신쌍용2,106.62,"43,000"
520,201202,숭인동,동일상가,61.71,"15,300"
521,201202,교북동,동아,59.98,"29,500"
522,201202,평창동,삼성,59.97,"29,000"
