,거래금액,거래유형,건축년도,년,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부,ymd
3,"22,500",,2003,2012,익선동,현대뜨레비앙,5,11,46.64,,55,11110,3,,,201205
4,"32,500",,1998,2012,익선동,운현신화타워,5,17,84.26,,30-6,11110,7,,,201205
5,"16,960",,2011,2012,충신동,CS타워,5,5,21.94,,62-2,11110,7,,,201205
6,"17,033",,2011,2012,충신동,CS타워,5,5,21.94,,62-2,11110,10,,,201205
7,"15,186",,2011,2012,충신동,CS타워,5,6,22.17,,62-2,11110,10,,,201205
8,"17,033",,2011,2012,충신동,CS타워,5,16,21.94,,62-2,11110,7,,,201205
9,"17,033",,2011,2012,충신동,CS타워,5,18,21.94,,62-2,11110,6,,,201205
10,"17,033",,2011,2012,충신동,CS타워,5,20,21.94,,62-2,11110,7,,,201205
11,"15,411",,2011,2012,충신동,CS타워,5,20,22.17,,62-2,11110,12,,,201205
12,"17,033",,2011,2012,충신동,CS타워,5,21,22.17,,62-2,11110,13,,,201205
13,"17,033",,2011,2012,충신동,CS타워,5,21,21.94,,62-2,11110,8,,,201205
14,"15,531",,2011,2012,충신동,CS타워,5,22,22.17,,62-2,11110,14,,,201205
15,"15,531",,2011,2012,충신동,CS타워,5,28,22.17,,62-2,11110,13,,,201205
16,"17,033",,2011,2012,충신동,CS타워,5,29,21.94,,62-2,11110,6,,,201205
17,"48,000",,1995,2012,명륜2가,아남1,5,12,84.9,,4,11110,1,,,201205
18,"48,100",,1999,2012,창신동,두산,5,3,84.9,,232,11110,7,,,201205
19,"29,000",,1993,2012,창신동,창신쌍용2,5,7,79.87,,703,11110,3,,,201205
20,"25,500",,2002,2012,창신동,MID그린(5동),5,8,59.04,,601-4,11110,2,,,201205
21,"48,000",,1999,2012,창신동,두산,5,17,84.9,,232,11110,11,,,201205
22,"24,500",,1993,2012,창신동,창신쌍용2,5,19,64.66,,703,11110,2,,,201205
23,"22,850",,1996,2012,창신동,유성,5,24,59.94,,640-76,11110,1,,,201205
24,"25,700",,1992,2012,창신동,창신쌍용1,5,29,54.7,,702,11110,10,,,201205
25,"24,000",,1992,2012,창신동,창신쌍용1,5,30,54.7,,702,11110,14,,,201205
26,"34,000",,1979,2012,숭인동,(204-11),5,16,69.94,,204-11,11110,3,,,201205
27,"60,500",,2008,2012,평창동,르트랑시망,5,2,140.49,,102,11110,1,,,201205
28,"60,500",,2008,2012,평창동,르트랑시망,5,2,140.97,,102,11110,1,,,201205
29,"138,456",,2009,2012,평창동,롯데캐슬로잔,5,2,190.743,,108,11110,5,,,201205
30,"60,000",,2008,2012,평창동,르트랑시망,5,15,135.17,,102,11110,5,,,201205
31,"179,588",,2009,2012,평창동,롯데캐슬로잔,5,29,219.775,,108,11110,5,,,201205
32,"141,240",,2009,2012,평창동,롯데캐슬로잔,5,30,200.331,,108,11110,1,,,201205
33,"180,000",,2009,2012,평창동,롯데캐슬로잔,5,31,219.775,,108,11110,4,,,201205
34,"175,099",,2009,2012,평창동,롯데캐슬로잔,5,31,239.484,,108,11110,7,,,201205
35,"23,400",,1998,2012,신영동,대아파크빌,5,10,59.22,,254,11110,10,,,201205
36,"100,000",,2008,2012,무악동,인왕산아이파크,5,4,157.289,,60,11110,10,,,201205
37,"29,000",,2011,2012,무악동,무악다온채,5,11,64.12,,66-1,11110,8,,,201205
38,"65,840",,2000,2012,무악동,현대,5,12,114.9,,82,11110,14,,,201205
0,"42,000",,1983,2012,당주동,세종,6,5,91.68,,100,11110,4,,,201206
1,"120,000",,2004,2012,내수동,경희궁의아침3단지,6,12,150.48,,72,11110,4,,,201206
2,"35,000",,2005,2012,수송동,로얄팰리스스위트,6,1,46.09,,85,11110,8,,,201206
3,"32,400",,2005,2012,수송동,로얄팰리스스위트,6,14,39.67,,85,11110,9,,,201206
4,"29,750",,2005,2012,수송동,로얄팰리스스위트,6,16,36.86,,85,11110,6,,,201206
5,"30,300",,2005,2012,수송동,로얄팰리스스위트,6,22,36.86,,85,11110,15,,,201206
6,"96,000",,2008,2012,견지동,대성스카이렉스,6,15,149.72,,110,11110,5,,,201206
7,"17,600",,2003,2012,익선동,현대뜨레비앙,6,4,45.5,,55,11110,5,,,201206
8,"21,000",,2003,2012,익선동,현대뜨레비앙,6,19,43.98,,55,11110,6,,,201206
9,"17,033",,2011,2012,충신동,CS타워,6,1,21.94,,62-2,11110,6,,,201206
10,"17,033",,2011,2012,충신동,CS타워,6,6,21.94,,62-2,11110,5,,,201206
11,"15,411",,2011,2012,충신동,CS타워,6,7,22.17,,62-2,11110,12,,,201206
12,"18,321",,2011,2012,충신동,CS타워,6,12,21.94,,62-2,11110,11,,,201206
13,"15,186",,2011,2012,충신동,CS타워,6,13,22.17,,62-2,11110,9,,,201206
14,"23,000",,2002,2012,창신동,MID그린(4동),6,1,59.55,,601-5,11110,4,,,201206
15,"40,200",,2006,2012,창신동,브라운스톤창신,6,11,84.81,,23-76,11110,11,,,201206
16,"25,500",,1993,2012,창신동,창신쌍용2,6,16,64.66,,703,11110,9,,,201206
17,"35,500",,1999,2012,창신동,두산,6,22,59.95,,232,11110,20,,,201206
18,"10,500",,1971,2012,숭인동,동일상가,6,7,51.34,,232-29,11110,5,,,201206
19,"13,200",,1998,2012,숭인동,하림빌라트,6,8,30.41,,473,11110,2,,,201206
20,"20,500",,1997,2012,숭인동,도시그린빌라,6,20,57.45,,181-121,11110,5,,,201206
21,"7,500",,1971,2012,행촌동,대성아파트,6,11,19.27,,41-1,11110,5,,,201206
22,"86,000",,2004,2012,평창동,벽산블루밍평창힐스,6,3,150.94,,45,11110,3,,,201206
23,"179,861",,2009,2012,평창동,롯데캐슬로잔,6,7,219.775,,108,11110,3,,,201206
24,"155,254",,2009,2012,평창동,롯데캐슬로잔,6,8,200.165,,108,11110,3,,,201206
25,"100,000",,2004,2012,평창동,벽산블루밍평창힐스,6,13,186.9,,45,11110,4,,,201206
26,"158,218",,2009,2012,평창동,롯데캐슬로잔,6,21,200.165,,108,11110,5,,,201206
27,"37,700",,2000,2012,무악동,현대,6,1,60,,82,11110,12,,,201206
28,"48,400",,2000,2012,무악동,현대,6,4,84.92,,82,11110,18,,,201206
0,"53,000",,2007,2012,필운동,신동아블루아광화문의꿈,7,20,138.66,,254,11110,5,,,201207
1,"69,000",,2008,2012,사직동,광화문스페이스본(101동~105동),7,21,94.51,,9,11110,7,,,201207
2,"30,000",,2005,2012,수송동,로얄팰리스스위트,7,2,36.86,,85,11110,14,,,201207
3,"72,000",,2005,2012,수송동,로얄팰리스스위트,7,7,83.35,,85,11110,7,,,201207
4,"31,500",,2005,2012,수송동,로얄팰리스스위트,7,17,39.67,,85,11110,10,,,201207
5,"72,000",,2005,2012,수송동,로얄팰리스스위트,7,19,83.26,,85,11110,13,,,201207
6,"30,000",,2005,2012,수송동,로얄팰리스스위트,7,19,36.86,,85,11110,7,,,201207
7,"24,000",,2005,2012,수송동,로얄팰리스스위트,7,27,29.31,,85,11110,14,,,201207
8,"26,000",,1998,2012,익선동,운현신화타워,7,2,50.31,,30-6,11110,14,,,201207
9,"19,600",,2003,2012,익선동,현대뜨레비앙,7,3,45.5,,55,11110,5,,,201207
10,"22,800",,2003,2012,익선동,현대뜨레비앙,7,6,46.64,,55,11110,5,,,201207
11,"23,000",,1998,2012,익선동,운현신화타워,7,16,50.41,,30-6,11110,11,,,201207
12,"23,000",,2003,2012,익선동,현대뜨레비앙,7,23,48.54,,55,11110,5,,,201207
13,"15,531",,2011,2012,충신동,CS타워,7,2,22.17,,62-2,11110,14,,,201207
14,"17,033",,2011,2012,충신동,CS타워,7,9,21.94,,62-2,11110,6,,,201207
15,"15,531",,2011,2012,충신동,CS타워,7,11,22.17,,62-2,11110,15,,,201207
16,"17,033",,2011,2012,충신동,CS타워,7,12,21.94,,62-2,11110,5,,,201207
17,"15,700",,2011,2012,충신동,CS타워,7,14,22.17,,62-2,11110,11,,,201207
18,"15,000",,2011,2012,충신동,CS타워,7,16,22.17,,62-2,11110,8,,,201207
19,"15,531",,2011,2012,충신동,CS타워,7,18,22.17,,62-2,11110,6,,,201207
20,"15,700",,2011,2012,충신동,CS타워,7,19,22.17,,62-2,11110,11,,,201207
21,"15,531",,2011,2012,충신동,CS타워,7,19,22.17,,62-2,11110,15,,,201207
22,"15,186",,2011,2012,충신동,CS타워,7,20,22.17,,62-2,11110,8,,,201207
23,"15,186",,2011,2012,충신동,CS타워,7,21,22.17,,62-2,11110,7,,,201207
24,"14,500",,2011,2012,충신동,CS타워,7,21,22.17,,62-2,11110,6,,,201207
25,"14,900",,2011,2012,충신동,CS타워,7,30,22.17,,62-2,11110,7,,,201207
26,"29,000",,2003,2012,명륜1가,리치캐슬아파트,7,12,82.95,,33-85,11110,1,,,201207
27,"30,000",,2003,2012,명륜1가,리치캐슬아파트,7,16,71.31,,33-85,11110,2,,,201207
28,"48,000",,1999,2012,명륜2가,아남3,7,11,94.86,,237,11110,7,,,201207
29,"25,300",,1992,2012,창신동,창신쌍용1,7,4,54.7,,702,11110,5,,,201207
30,"26,000",,1992,2012,창신동,창신쌍용1,7,18,54.7,,702,11110,9,,,201207
31,"21,500",,1968,2012,창신동,동대문,7,23,28.8,,328-17,11110,2,,,201207
32,"47,100",,1999,2012,창신동,두산,7,25,84.9,,232,11110,15,,,201207
33,"52,000",,2004,2012,숭인동,롯데캐슬천지인,7,2,84.95,,76,11110,7,,,201207
34,"69,500",,2004,2012,숭인동,롯데캐슬천지인,7,20,112.54,,76,11110,27,,,201207
35,"37,000",,2008,2012,숭인동,종로센트레빌,7,22,59.92,,2-1,11110,6,,,201207
36,"53,300",,2005,2012,구기동,렉스팰리스,7,5,151.62,,95-1,11110,2,,,201207
37,"40,000",,2005,2012,구기동,렉스팰리스,7,16,151.62,,95-1,11110,-1,,,201207
38,"141,929",,2009,2012,평창동,롯데캐슬로잔,7,3,190.743,,108,11110,4,,,201207
39,"11,000",,1997,2012,평창동,갑을아파트,7,14,30.46,,595,11110,12,,,201207
40,"175,770",,2009,2012,평창동,롯데캐슬로잔,7,24,239.484,,108,11110,9,,,201207
41,"134,540",,2009,2012,평창동,롯데캐슬로잔,7,26,190.743,,108,11110,2,,,201207
42,"183,842",,2009,2012,평창동,롯데캐슬로잔,7,27,244.937,,108,11110,5,,,201207
43,"31,000",,2006,2012,부암동,별빛고운,7,4,100.69,,235-2,11110,2,,,201207
44,"40,000",,2011,2012,무악동,무악다온채,7,2,84.82,,66-1,11110,6,,,201207
45,"48,450",,2000,2012,무악동,현대,7,2,84.92,,82,11110,18,,,201207
46,"46,950",,2000,2012,무악동,현대,7,30,84.92,,82,11110,6,,,201207
0,"125,000",,2008,2012,사직동,광화문스페이스본(101동~105동),8,2,159.01,,9,11110,10,,,201208
1,"31,300",,2005,2012,수송동,로얄팰리스스위트,8,6,39.67,,85,11110,10,,,201208
2,"33,500",,2005,2012,수송동,로얄팰리스스위트,8,22,42.62,,85,11110,7,,,201208
3,"34,500",,2005,2012,수송동,로얄팰리스스위트,8,23,40.07,,85,11110,18,,,201208
4,"29,000",,2005,2012,수송동,로얄팰리스스위트,8,31,36.86,,85,11110,7,,,201208
5,"25,500",,2003,2012,익선동,현대뜨레비앙,8,18,48.54,,55,11110,8,,,201208
6,"50,000",,2006,2012,인의동,효성쥬얼리시티,8,3,106.81,,48-2,11110,11,,,201208
7,"14,400",,2011,2012,충신동,CS타워,8,7,22.17,,62-2,11110,6,,,201208
8,"41,000",,2003,2012,창신동,창신이수,8,16,84.5,,23-816,11110,7,,,201208
9,"16,100",,2002,2012,창신동,그린,8,16,45.27,,23-326,11110,3,,,201208
10,"30,000",,1992,2012,창신동,창신쌍용1,8,17,79.87,,702,11110,11,,,201208
11,"25,000",,1992,2012,창신동,창신쌍용1,8,23,54.7,,702,11110,8,,,201208
12,"18,000",,1998,2012,숭인동,하림빌라트,8,14,47.63,,473,11110,1,,,201208
13,"87,500",,2004,2012,평창동,벽산블루밍평창힐스,8,11,152.06,,45,11110,5,,,201208
14,"136,276",,2009,2012,평창동,롯데캐슬로잔,8,24,200.331,,108,11110,2,,,201208
15,"31,500",,2004,2012,부암동,부암스카이뷰,8,23,81,,218-1,11110,5,,,201208
16,"52,000",,2008,2012,무악동,인왕산아이파크,8,1,84.858,,60,11110,12,,,201208
17,"100,000",,2008,2012,무악동,인왕산아이파크,8,28,157.289,,60,11110,8,,,201208
0,"91,400",,2008,2012,사직동,광화문스페이스본(106동),9,10,144.52,,9-1,11110,1,,,201209
1,"50,000",,1983,2012,당주동,세종,9,6,104.73,,100,11110,2,,,201209
2,"101,000",,2004,2012,내수동,경희궁의아침4단지,9,6,124.17,,73,11110,6,,,201209
3,"70,000",,2005,2012,수송동,로얄팰리스스위트,9,3,80.12,,85,11110,16,,,201209
4,"29,000",,2005,2012,수송동,로얄팰리스스위트,9,19,36.86,,85,11110,8,,,201209
5,"114,500",,2005,2012,수송동,로얄팰리스스위트,9,28,130.98,,85,11110,18,,,201209
6,"23,000",,2003,2012,익선동,현대뜨레비앙,9,11,48.54,,55,11110,2,,,201209
7,"44,000",,2006,2012,인의동,효성쥬얼리시티,9,10,84.64,,48-2,11110,16,,,201209
8,"14,000",,2011,2012,충신동,CS타워,9,22,22.17,,62-2,11110,5,,,201209
9,"30,500",,2003,2012,명륜1가,리치캐슬아파트,9,7,75.6,,33-85,11110,1,,,201209
10,"42,000",,1996,2012,명륜2가,아남2,9,15,84.96,,236,11110,2,,,201209
11,"26,000",,1993,2012,창신동,창신쌍용2,9,1,64.66,,703,11110,11,,,201209
12,"19,000",,1968,2012,창신동,동대문,9,12,28.8,,328-17,11110,5,,,201209
13,"23,200",,2002,2012,창신동,MID그린(4동),9,12,59.55,,601-5,11110,8,,,201209
14,"23,000",,2002,2012,창신동,MID그린(2동),9,13,59.26,,601-1,11110,5,,,201209
15,"25,000",,1973,2012,창신동,동대문맨션,9,24,74.38,,578-5,11110,7,,,201209
16,"29,500",,1993,2012,창신동,창신쌍용2,9,26,79.87,,703,11110,12,,,201209
17,"35,700",,2008,2012,숭인동,종로센트레빌,9,19,59.92,,2-1,11110,2,,,201209
18,"60,000",,2008,2012,평창동,르트랑시망,9,3,135.17,,102,11110,2,,,201209
19,"147,560",,2009,2012,평창동,롯데캐슬로잔,9,10,200.331,,108,11110,5,,,201209
20,"30,000",,1998,2012,평창동,삼성,9,12,59.97,,596,11110,9,,,201209
21,"32,890",,2000,2012,무악동,현대,9,9,60,,82,11110,8,,,201209
0,"69,500",,2008,2012,사직동,광화문스페이스본(101동~105동),10,5,97.61,,9,11110,8,,,201210
1,"164,000",,2008,2012,사직동,광화문스페이스본(106동),10,11,163.33,,9-1,11110,11,,,201210
2,"78,500",,2008,2012,사직동,광화문스페이스본(101동~105동),10,17,94.51,,9,11110,10,,,201210
3,"95,000",,2008,2012,사직동,광화문스페이스본(101동~105동),10,18,146.92,,9,11110,6,,,201210
4,"32,000",,2005,2012,수송동,로얄팰리스스위트,10,8,39.67,,85,11110,11,,,201210
5,"31,800",,2005,2012,수송동,로얄팰리스스위트,10,9,39.67,,85,11110,9,,,201210
6,"29,800",,2005,2012,수송동,로얄팰리스스위트,10,15,36.86,,85,11110,11,,,201210
7,"50,000",,2005,2012,수송동,로얄팰리스스위트,10,18,59.12,,85,11110,18,,,201210
8,"33,000",,2005,2012,수송동,로얄팰리스스위트,10,19,39.67,,85,11110,11,,,201210
9,"10,000",,2003,2012,익선동,현대뜨레비앙,10,5,45.5,,55,11110,3,,,201210
10,"23,500",,2003,2012,익선동,현대뜨레비앙,10,15,48.54,,55,11110,6,,,201210
11,"35,000",,2006,2012,명륜1가,건양하늘터,10,11,76.86,,23,11110,8,,,201210
12,"30,800",,1999,2012,창신동,두산,10,2,59.95,,232,11110,3,,,201210
13,"23,500",,1993,2012,창신동,창신쌍용2,10,3,64.66,,703,11110,9,,,201210
14,"23,000",,2002,2012,창신동,MID그린(4동),10,5,59.55,,601-5,11110,3,,,201210
15,"38,000",,2006,2012,창신동,브라운스톤창신,10,8,84.87,,23-76,11110,10,,,201210
16,"47,500",,1999,2012,창신동,두산,10,10,84.9,,232,11110,23,,,201210
17,"24,000",,1992,2012,창신동,창신쌍용1,10,17,54.7,,702,11110,3,,,201210
18,"31,500",,1992,2012,창신동,창신쌍용1,10,30,79.87,,702,11110,13,,,201210
19,"54,800",,2004,2012,숭인동,롯데캐슬천지인,10,9,84.95,,76,11110,9,,,201210
20,"63,000",,2004,2012,숭인동,롯데캐슬천지인,10,19,112.54,,76,11110,8,,,201210
21,"34,500",,2008,2012,숭인동,종로센트레빌,10,22,59.92,,2-1,11110,7,,,201210
22,"46,000",,2008,2012,숭인동,종로센트레빌,10,24,84.92,,2-1,11110,7,,,201210
23,"30,000",,1995,2012,교북동,동아,10,11,59.98,,101,11110,8,,,201210
24,"25,500",,1998,2012,평창동,삼성,10,9,59.97,,596,11110,2,,,201210
25,"137,000",,2009,2012,평창동,롯데캐슬로잔,10,16,215.052,,108,11110,3,,,201210
26,"28,000",,1998,2012,평창동,삼성,10,17,59.97,,596,11110,12,,,201210
27,"138,500",,2009,2012,평창동,롯데캐슬로잔,10,19,190.743,,108,11110,5,,,201210
28,"28,000",,1996,2012,평창동,일성빌라트,10,23,59.82,,145-5,11110,5,,,201210
29,"163,666",,2009,2012,평창동,롯데캐슬로잔,10,23,244.937,,108,11110,4,,,201210
30,"145,000",,2009,2012,평창동,롯데캐슬로잔,10,26,215.052,,108,11110,4,,,201210
31,"29,000",,1996,2012,평창동,일성빌라트,10,29,59.82,,145-5,11110,3,,,201210
32,"50,000",,2008,2012,무악동,인왕산아이파크,10,8,84.858,,60,11110,3,,,201210
33,"49,990",,2000,2012,무악동,현대,10,14,84.92,,82,11110,10,,,201210
34,"59,845",,2000,2012,무악동,현대,10,22,114.9,,82,11110,14,,,201210
35,"78,000",,2008,2012,무악동,인왕산아이파크,10,23,114.931,,60,11110,11,,,201210
0,"57,000",,2007,2012,필운동,신동아블루아광화문의꿈,11,5,108.95,,254,11110,9,,,201211
1,"100,000",,2004,2012,내수동,경희궁의아침3단지,11,8,150.48,,72,11110,3,,,201211
2,"89,700",,2004,2012,내수동,킹스매너,11,29,201.82,,110-15,11110,2,,,201211
3,"65,000",,2005,2012,수송동,로얄팰리스스위트,11,2,75.13,,85,11110,18,,,201211
4,"29,000",,2005,2012,수송동,로얄팰리스스위트,11,8,36.86,,85,11110,8,,,201211
5,"30,000",,2005,2012,수송동,로얄팰리스스위트,11,9,36.86,,85,11110,9,,,201211
6,"32,500",,2005,2012,수송동,로얄팰리스스위트,11,10,36.86,,85,11110,16,,,201211
7,"34,000",,2005,2012,수송동,로얄팰리스스위트,11,13,40.07,,85,11110,12,,,201211
8,"32,500",,2005,2012,수송동,로얄팰리스스위트,11,29,39.67,,85,11110,16,,,201211
9,"42,000",,2006,2012,인의동,효성쥬얼리시티,11,1,84.7,,48-2,11110,18,,,201211
10,"41,500",,2006,2012,인의동,효성쥬얼리시티,11,21,84.64,,48-2,11110,10,,,201211
11,"50,000",,2006,2012,인의동,효성쥬얼리시티,11,27,84.98,,48-2,11110,12,,,201211
12,"14,000",,2011,2012,충신동,CS타워,11,22,22.17,,62-2,11110,5,,,201211
13,"48,000",,1995,2012,명륜2가,아남1,11,3,84.9,,4,11110,1,,,201211
14,"53,000",,1995,2012,명륜2가,아남1,11,20,84.9,,4,11110,13,,,201211
15,"56,000",,1995,2012,명륜2가,아남1,11,23,84.9,,4,11110,14,,,201211
16,"34,200",,1992,2012,창신동,창신쌍용1,11,3,79.87,,702,11110,7,,,201211
17,"23,000",,1993,2012,창신동,창신쌍용2,11,8,64.66,,703,11110,8,,,201211
18,"28,800",,1993,2012,창신동,창신쌍용2,11,9,79.87,,703,11110,4,,,201211
19,"23,200",,1992,2012,창신동,창신쌍용1,11,14,54.7,,702,11110,13,,,201211
20,"22,500",,1992,2012,창신동,창신쌍용1,11,16,54.7,,702,11110,9,,,201211
21,"19,000",,1997,2012,창신동,흥인,11,17,58.23,,627-21,11110,4,,,201211
22,"37,300",,1999,2012,창신동,두산,11,28,59.95,,232,11110,8,,,201211
23,"53,700",,2009,2012,숭인동,종로청계힐스테이트,11,1,84.9478,,766,11110,13,,,201211
24,"37,700",,2009,2012,숭인동,종로청계힐스테이트,11,1,59.9426,,766,11110,11,,,201211
25,"38,900",,2009,2012,숭인동,종로청계힐스테이트,11,2,59.9426,,766,11110,2,,,201211
26,"20,300",,1997,2012,숭인동,도시그린빌라트18차,11,20,59.76,,820-1,11110,5,,,201211
27,"50,200",,2004,2012,숭인동,롯데캐슬천지인,11,20,84.95,,76,11110,20,,,201211
28,"11,700",,1997,2012,평창동,갑을아파트,11,6,32.56,,595,11110,13,,,201211
29,"138,000",,2009,2012,평창동,롯데캐슬로잔,11,6,215.146,,108,11110,7,,,201211
30,"163,666",,2009,2012,평창동,롯데캐슬로잔,11,6,244.937,,108,11110,4,,,201211
31,"162,000",,2009,2012,평창동,롯데캐슬로잔,11,6,238.858,,108,11110,3,,,201211
32,"46,000",,2001,2012,평창동,롯데낙천대,11,8,87.27,,72,11110,4,,,201211
33,"38,000",,1998,2012,평창동,삼성,11,9,84.93,,596,11110,8,,,201211
34,"73,000",,2004,2012,평창동,벽산블루밍평창힐스,11,13,186.9,,45,11110,1,,,201211
35,"141,576",,2009,2012,평창동,롯데캐슬로잔,11,19,215.052,,108,11110,2,,,201211
36,"151,000",,2009,2012,평창동,롯데캐슬로잔,11,29,244.937,,108,11110,3,,,201211
37,"155,829",,2009,2012,평창동,롯데캐슬로잔,11,30,238.858,,108,11110,4,,,201211
38,"42,100",,2000,2012,무악동,현대,11,8,84.92,,82,11110,1,,,201211
39,"57,000",,2008,2012,무악동,인왕산아이파크,11,11,84.858,,60,11110,8,,,201211
40,"47,490",,2000,2012,무악동,현대,11,17,84.92,,82,11110,18,,,201211
41,"34,490",,2000,2012,무악동,현대,11,17,60,,82,11110,12,,,201211
42,"62,000",,2008,2012,무악동,인왕산아이파크,11,22,84.858,,60,11110,14,,,201211
43,"62,500",,2008,2012,무악동,인왕산아이파크,11,23,114.931,,60,11110,5,,,201211
0,"75,000",,1983,2012,당주동,세종,12,10,156.74,,100,11110,9,,,201212
1,"42,000",,1983,2012,당주동,세종,12,26,104.73,,100,11110,4,,,201212
2,"95,000",,2003,2012,내수동,경희궁파크팰리스,12,22,103.77,,95,11110,16,,,201212
3,"32,400",,2005,2012,수송동,로얄팰리스스위트,12,6,39.67,,85,11110,8,,,201212
4,"33,000",,2005,2012,수송동,로얄팰리스스위트,12,11,40.07,,85,11110,11,,,201212
5,"31,500",,2005,2012,수송동,로얄팰리스스위트,12,21,39.67,,85,11110,11,,,201212
6,"23,000",,2003,2012,익선동,현대뜨레비앙,12,4,46.64,,55,11110,3,,,201212
7,"58,000",,2006,2012,인의동,효성쥬얼리시티,12,8,106.81,,48-2,11110,7,,,201212
8,"59,300",,2006,2012,인의동,효성쥬얼리시티,12,24,92.81,,48-2,11110,16,,,201212
9,"40,000",,2002,2012,명륜1가,아미레스아파트,12,27,84.59,,45-5,11110,4,,,201212
10,"53,500",,1995,2012,명륜2가,아남1,12,6,84.8,,4,11110,20,,,201212
11,"53,500",,1995,2012,명륜2가,아남1,12,13,84.9,,4,11110,14,,,201212
12,"36,500",,1999,2012,명륜2가,아남3,12,27,61.13,,237,11110,6,,,201212
13,"25,000",,2002,2012,창신동,MID그린(1동),12,7,59.55,,601,11110,1,,,201212
14,"33,800",,1999,2012,창신동,두산,12,16,59.95,,232,11110,15,,,201212
15,"32,000",,1992,2012,창신동,창신쌍용1,12,17,79.87,,702,11110,1,,,201212
16,"30,500",,1992,2012,창신동,창신쌍용1,12,21,79.87,,702,11110,11,,,201212
17,"24,000",,1993,2012,창신동,창신쌍용2,12,29,64.66,,703,11110,3,,,201212
18,"30,500",,1993,2012,창신동,창신쌍용2,12,29,79.87,,703,11110,11,,,201212
19,"39,000",,2009,2012,숭인동,종로청계힐스테이트,12,1,59.9426,,766,11110,4,,,201212
20,"37,800",,2009,2012,숭인동,종로청계힐스테이트,12,5,59.9426,,766,11110,16,,,201212
21,"25,000",,1979,2012,숭인동,(204-11),12,14,69.94,,204-11,11110,3,,,201212
22,"37,900",,2008,2012,숭인동,종로센트레빌,12,28,59.92,,2-1,11110,6,,,201212
23,"46,850",,2008,2012,숭인동,종로센트레빌,12,31,84.92,,2-1,11110,12,,,201212
24,"18,000",,2000,2012,숭인동,숭인동102동(569-5),12,31,59.74,,569-5,11110,4,,,201212
25,"40,000",,1995,2012,교북동,동아,12,27,84.28,,101,11110,5,,,201212
26,"42,000",,2001,2012,평창동,롯데낙천대,12,3,84.21,,72,11110,3,,,201212
27,"142,608",,2009,2012,평창동,롯데캐슬로잔,12,3,244.937,,108,11110,2,,,201212
28,"11,000",,1997,2012,평창동,갑을아파트,12,11,30.46,,595,11110,13,,,201212
29,"170,000",,2009,2012,평창동,롯데캐슬로잔,12,12,239.484,,108,11110,10,,,201212
30,"55,000",,2003,2012,평창동,크래스빌,12,20,187.9,,46-1,11110,1,,,201212
31,"152,294",,2009,2012,평창동,롯데캐슬로잔,12,26,238.858,,108,11110,3,,,201212
32,"32,480",,2000,2012,무악동,현대,12,5,60,,82,11110,6,,,201212
33,"60,000",,2008,2012,무악동,인왕산아이파크,12,19,84.858,,60,11110,11,,,201212
34,"74,000",,2008,2012,무악동,인왕산아이파크,12,19,114.931,,60,11110,10,,,201212
35,"42,200",,2000,2012,무악동,현대,12,21,84.92,,82,11110,1,,,201212
36,"56,300",,2008,2012,무악동,인왕산아이파크,12,21,84.858,,60,11110,11,,,201212
0,"115,000",,2008,2013,사직동,광화문스페이스본(106동),1,2,153.42,,9-1,11110,9,,,201301
1,"119,000",,2008,2013,사직동,광화문스페이스본(101동~105동),1,20,131.44,,9,11110,6,,,201301
2,"33,000",,2005,2013,수송동,로얄팰리스스위트,1,4,39.67,,85,11110,8,,,201301
3,"32,500",,2005,2013,수송동,로얄팰리스스위트,1,22,40.07,,85,11110,15,,,201301
4,"34,000",,2005,2013,수송동,로얄팰리스스위트,1,24,39.67,,85,11110,15,,,201301
5,"24,500",,2003,2013,익선동,현대뜨레비앙,1,29,48.54,,55,11110,6,,,201301
6,"56,500",,1995,2013,명륜2가,아남1,1,22,84.9,,4,11110,11,,,201301
7,"37,000",,1999,2013,명륜2가,아남3,1,28,61.13,,237,11110,4,,,201301
8,"25,200",,1992,2013,창신동,창신쌍용1,1,11,54.7,,702,11110,12,,,201301
9,"49,000",,1999,2013,창신동,두산,1,17,84.9,,232,11110,20,,,201301
10,"23,400",,1992,2013,창신동,창신쌍용1,1,17,54.7,,702,11110,4,,,201301
11,"35,000",,2003,2013,창신동,창신이수,1,23,68.06,,23-816,11110,14,,,201301
12,"39,000",,2006,2013,창신동,브라운스톤창신,1,30,84.81,,23-76,11110,9,,,201301
13,"45,200",,1999,2013,창신동,두산,1,30,84.9,,232,11110,1,,,201301
14,"50,500",,2009,2013,숭인동,종로청계힐스테이트,1,11,84.9478,,766,11110,12,,,201301
15,"50,000",,2009,2013,숭인동,종로청계힐스테이트,1,15,84.9478,,766,11110,8,,,201301
16,"55,500",,2009,2013,숭인동,종로청계힐스테이트,1,25,114.7153,,766,11110,1,,,201301
17,"48,400",,2001,2013,평창동,롯데낙천대,1,5,84.82,,72,11110,7,,,201301
18,"157,056",,2009,2013,평창동,롯데캐슬로잔,1,7,238.858,,108,11110,4,,,201301
19,"80,500",,2001,2013,평창동,롯데낙천대,1,16,133.34,,72,11110,4,,,201301
20,"78,000",,2004,2013,평창동,벽산블루밍평창힐스,1,22,150.94,,45,11110,1,,,201301
